0.000	11.619	2.960
0.200	11.619	2.944
0.400	11.619	3.028
0.600	11.619	3.003
0.800	11.619	2.959
1.000	11.619	3.012
1.200	11.619	2.973
1.400	11.619	3.032
1.600	11.619	3.002
1.800	11.619	3.046
2.000	11.619	2.986
2.200	11.619	3.016
2.400	11.619	2.959
2.600	11.619	3.016
2.800	11.619	2.947
3.000	11.619	3.039
3.200	11.619	3.013
3.400	11.619	2.999
3.600	11.619	3.053
3.800	11.619	3.063
4.000	11.619	2.999
4.200	11.619	2.989
4.400	11.619	3.078
4.600	11.619	3.016
4.800	11.619	2.986
5.000	11.619	3.007
5.200	11.619	3.007
5.400	11.619	3.009
5.600	11.619	3.043
5.800	11.619	3.012
6.000	11.619	3.023
6.200	11.619	3.003
6.400	11.619	2.968
6.600	11.619	3.005
6.800	11.619	3.048
7.000	11.619	2.965
7.200	11.619	3.033
7.400	11.619	2.950
7.600	11.619	2.972
7.800	11.619	3.019
8.000	11.619	3.040
8.200	11.619	2.930
8.400	11.619	2.960
8.600	11.619	2.921
8.800	11.619	3.017
9.000	11.619	3.069
9.200	11.619	2.973
9.400	11.619	2.997
9.600	11.619	3.016
9.800	11.619	2.985
10.000	11.619	3.032
10.200	11.619	2.951
10.400	11.619	3.050
10.600	11.619	2.989
10.800	11.619	3.026
11.000	11.619	3.006
11.200	11.619	2.966
11.400	11.619	3.019
11.600	11.619	NaN
11.800	11.619	3.038
12.000	11.619	3.039
12.200	11.619	2.961
12.400	11.619	2.998
12.600	11.619	3.027
12.800	11.619	3.028
13.000	11.619	2.980
13.200	11.619	2.891
13.400	11.619	3.044
13.600	11.619	3.001
13.800	11.619	2.992
14.000	11.619	3.021
14.200	11.619	3.040
14.400	11.619	3.004
14.600	11.619	3.054
14.800	11.619	3.025
15.000	11.619	3.019
15.200	11.619	2.979
15.400	11.619	3.004
15.600	11.619	3.074
15.800	11.619	2.953
16.000	11.619	3.028
16.200	11.619	2.987
16.400	11.619	2.987
16.600	11.619	2.995
16.800	11.619	2.995
17.000	11.619	2.959
17.200	11.619	2.986
17.400	11.619	2.941
17.600	11.619	2.990
17.800	11.619	3.094
18.000	11.619	3.015
18.200	11.619	3.010
18.400	11.619	3.007
18.600	11.619	2.971
18.800	11.619	3.015
19.000	11.619	3.068
19.200	11.619	2.998
19.400	11.619	2.963
19.600	11.619	3.000
19.800	11.619	2.964
20.000	11.619	3.068
20.200	11.619	2.952
20.400	11.619	3.007
20.600	11.619	3.010
20.800	11.619	3.010
21.000	11.619	3.036
21.200	11.619	3.045
21.400	11.619	2.989
21.600	11.619	2.954
21.800	11.619	3.049
22.000	11.619	2.969
22.200	11.619	2.973
22.400	11.619	2.974
22.600	11.619	2.972
22.800	11.619	3.034
23.000	11.619	2.985
23.200	11.619	3.008
23.400	11.619	3.019
23.600	11.619	2.940
23.800	11.619	2.961
24.000	11.619	2.980
24.200	11.619	3.018
24.400	11.619	2.946
24.600	11.619	3.031
24.800	11.619	2.909
25.000	11.619	3.046
25.200	11.619	2.942
25.400	11.619	2.974
25.600	11.619	2.979
25.800	11.619	3.021
26.000	11.619	3.029
26.200	11.619	3.003
26.400	11.619	2.966
26.600	11.619	2.989
26.800	11.619	2.964
27.000	11.619	2.978
27.200	11.619	2.992
27.400	11.619	3.044
27.600	11.619	3.027
27.800	11.619	2.924
28.000	11.619	3.000
28.200	11.619	3.010
28.400	11.619	2.903
28.600	11.619	2.941
28.800	11.619	3.044
29.000	11.619	2.973
29.200	11.619	3.035
